campus_number,district_number,campus_name,district_name,teacher_total_full_time_equiv_count,support_total_full_time_equiv_count,school_admin_total_full_time_equiv_count,educ_aide_total_full_time_equiv_count,teacher_beginning_full_time_equiv_count,teacher_1-5_years_full_time_equiv_count,teacher_6-10_years_full_time_equiv_count,teacher_11-20_years_full_time_equiv_count,teacher_21-30_years_full_time_equiv_count,teacher_>_30_years_full_time_equiv_count,teacher_no_degree_full_time_equiv_count,teacher_ba_degree_full_time_equiv_count,teacher_ms_degree_full_time_equiv_count,teacher_ph_degree_full_time_equiv_count,professional_total_full_time_equiv_count,all_staff_total_full_time_equiv_count,counselor_total_part_time_equiv_count,counselor_total_full_time_equiv_count,librarian_total_part_time_equiv_count,librarian_total_full_time_equiv_count,support_total_base_salary_average,school_admin_total_base_salary_average,teacher_total_base_salary_average,teacher_beginning_base_salary_average,teacher_1-5_years_base_salary_average,teacher_6-10_years_base_salary_average,teacher_11-20_years_base_salary_average,teacher_21-30_years_base_salary_average,teacher_>_30_years_base_salary_average,teacher_american_indian_full_time_equiv_count,teacher_pacific_islander_full_time_equiv_count,teacher_asian_full_time_equiv_count,teacher_african_american_full_time_equiv_count,teacher_hispanic_full_time_equiv_count,teacher_white_full_time_equiv_count,teacher_two_or_more_races_full_time_equiv_count,teacher_male_full_time_equiv_count,teacher_female_full_time_equiv_count,teacher_tenure_average,teacher_experience_average,teacher_regular_program_full_time_equiv_count,teacher_career_&_technical_prgms_full_time_equiv_count,teacher_bilingual_program_full_time_equiv_count,teacher_compensatory_program_full_time_equiv_count,teacher_gifted_&_talented_program_full_time_equiv_count,teacher_special_education_full_time_equiv_count,teacher_other_full_time_equiv_count,contract_serv_total_full_time_equiv_count,principal_experience_average,principal_tenure_average,assistant_principal_experience_average,assistant_principal_tenure_average,all_staff_minority_full_time_equiv_count,teacher_total_full_time_equiv_percent,support_total_full_time_equiv_percent,school_admin_total_full_time_equiv_percent,educ_aide_total_full_time_equiv_percent,professional_total_full_time_equiv_percent,all_staff_minority_full_time_equiv_percent,teacher_beginning_full_time_equiv_percent,teacher_1-5_years_full_time_equiv_percent,teacher_6-10_years_full_time_equiv_percent,teacher_11-20_years_full_time_equiv_percent,teacher_21-30_years_full_time_equiv_percent,teacher_>_30_years_full_time_equiv_percent,teacher_regular_program_full_time_equiv_percent,teacher_career_&_technical_prgms_full_time_equiv_percent,teacher_bilingual_program_full_time_equiv_percent,teacher_compensatory_program_full_time_equiv_percent,teacher_gifted_&_talented_program_full_time_equiv_percent,teacher_special_education_full_time_equiv_percent,teacher_other_full_time_equiv_percent,teacher_no_degree_full_time_equiv_percent,teacher_ba_degree_full_time_equiv_percent,teacher_ms_degree_full_time_equiv_percent,teacher_ph_degree_full_time_equiv_percent,teacher_white_full_time_equiv_percent,teacher_african_american_full_time_equiv_percent,teacher_hispanic_full_time_equiv_percent,teacher_pacific_islander_full_time_equiv_percent,teacher_american_indian_full_time_equiv_percent,teacher_asian_full_time_equiv_percent,teacher_two_or_more_races_full_time_equiv_percent,teacher_male_full_time_equiv_percent,teacher_female_full_time_equiv_percent,teacher_student_ratio
57912002,57912,IRVING H S,IRVING ISD,155.4,11.5,6.1,16.3,13.1,52.3,33.7,42.3,12.0,2.0,6.2,88.8,58.4,1.9,172.9,189.2,1,6,0,0,76798,101360,67816,60285,65133,69623,69219,75093,83731,1.0,0.0,6.9,34.4,43.5,63.1,6.5,72.1,83.3,5.7,9.3,87.0,23.9,6.9,0.0,2.1,12.9,22.7,0.0,2.0,2.0,4.2,3.4,109.8,82.1,6.1,3.2,8.6,91.4,58.0,8.4,33.7,21.7,27.2,7.7,1.3,56.0,15.4,4.4,0.0,1.3,8.3,14.6,4.0,57.2,37.6,1.2,40.6,22.1,28.0,0.0,0.6,4.4,4.2,46.4,53.6,16.3
57912003,57912,MACARTHUR H S,IRVING ISD,154.3,14.3,7.1,14.4,18.7,34.7,29.4,50.0,17.9,3.5,9.0,89.7,52.6,3.0,175.6,190.0,1,7,0,1,73180,96912,66885,55766,63515,66548,68865,74242,96821,2.0,0.0,9.0,35.8,32.5,70.9,4.0,76.7,77.6,5.9,10.3,81.9,27.1,8.3,0.0,1.7,16.0,19.3,0.0,6.0,6.0,4.8,4.0,102.2,81.2,7.5,3.7,7.6,92.4,53.8,12.1,22.5,19.0,32.4,11.6,2.3,53.1,17.6,5.4,0.0,1.1,10.4,12.5,5.8,58.2,34.1,1.9,46.0,23.2,21.1,0.0,1.3,5.8,2.6,49.7,50.3,16.8
57912004,57912,NIMITZ H S,IRVING ISD,160.0,13.9,5.7,13.4,18.8,42.5,40.6,45.2,9.9,3.0,4.6,100.4,53.1,2.0,179.7,193.0,1,8,1,0,72385,104577,66702,53798,64663,68988,68976,76545,78798,0.0,1.0,7.3,34.2,41.9,72.7,2.9,71.8,88.2,6.3,8.7,85.5,27.1,5.3,0.0,2.5,14.9,24.7,0.0,9.0,9.0,4.5,3.8,105.2,82.9,7.2,2.9,6.9,93.1,54.5,11.7,26.6,25.4,28.3,6.2,1.9,53.4,17.0,3.3,0.0,1.6,9.3,15.4,2.9,62.7,33.2,1.2,45.5,21.4,26.2,0.6,0.0,4.6,1.8,44.9,55.1,14.9
57913001,57913,LANCASTER H S,LANCASTER ISD,123.4,13.1,7.9,14.5,25.0,23.2,22.0,26.2,20.1,6.9,3.9,67.1,50.5,2.0,144.4,158.9,1,5,0,2,77754,91803,62418,51674,59101,62017,63079,74384,76607,0.0,0.0,0.0,92.7,6.0,23.0,1.7,56.5,66.9,5.6,11.2,81.1,25.2,0.4,0.0,0.0,14.3,2.6,0.0,3.3,3.3,8.5,2.7,129.2,77.7,8.2,5.0,9.1,90.9,81.3,20.3,18.8,17.8,21.2,16.3,5.6,65.7,20.4,0.3,0.0,0.0,11.6,2.1,3.1,54.4,40.9,1.6,18.6,75.1,4.9,0.0,0.0,0.0,1.4,45.8,54.2,18.7
57914001,57914,MESQUITE H S,MESQUITE ISD,176.8,23.6,8.1,17.0,12.9,44.1,41.4,43.7,27.1,7.6,4.0,90.7,80.2,2.0,208.5,225.5,0,8,1,1,73523,90416,70178,47656,64433,69785,74933,77755,89501,1.0,0.0,2.0,46.0,31.7,90.2,6.0,71.9,105.0,7.4,11.8,107.7,26.8,1.0,16.3,3.6,8.0,13.5,0.0,3.0,3.0,6.4,3.9,104.3,78.4,10.5,3.6,7.5,92.5,46.3,7.3,25.0,23.4,24.7,15.3,4.3,60.9,15.2,0.5,9.2,2.0,4.5,7.6,2.2,51.3,45.4,1.1,51.0,26.0,17.9,0.0,0.6,1.1,3.4,40.6,59.4,13.6
57914002,57914,NORTH MESQUITE H S,MESQUITE ISD,151.0,21.1,7.4,27.8,11.8,29.4,41.6,43.9,21.2,3.0,7.8,63.6,77.6,2.0,179.6,207.4,0,6,0,1,75008,92773,70274,39735,63464,72415,76591,77991,80677,0.0,0.0,4.4,35.8,15.7,94.1,1.0,70.4,80.7,8.6,11.5,96.9,21.2,3.3,3.0,1.5,10.3,14.8,0.0,4.0,4.0,7.5,5.3,84.5,72.8,10.2,3.6,13.4,86.6,40.7,7.8,19.5,27.5,29.1,14.1,2.0,64.2,14.0,2.2,2.0,1.0,6.8,9.8,5.2,42.1,51.3,1.3,62.3,23.7,10.4,0.0,0.0,2.9,0.7,46.6,53.4,13.9
57914003,57914,WEST MESQUITE H S,MESQUITE ISD,147.0,22.2,7.2,8.9,9.9,41.7,33.4,43.2,18.8,0.0,7.0,70.0,67.0,3.0,176.4,185.3,0,7,0,1,74495,87803,70361,56378,64150,68808,76424,80340,.,0.0,0.0,4.7,34.8,15.1,90.4,2.0,63.6,83.4,6.5,10.3,101.6,22.8,0.6,1.4,3.0,5.7,11.8,0.0,4.0,4.0,3.7,3.5,72.0,79.3,12.0,3.9,4.8,95.2,38.9,6.7,28.4,22.7,29.4,12.8,0.0,69.2,15.5,0.4,0.9,2.1,3.9,8.0,4.8,47.6,45.6,2.0,61.5,23.7,10.3,0.0,0.0,3.2,1.4,43.3,56.7,14.2
57914004,57914,POTEET H S,MESQUITE ISD,109.7,14.6,6.1,7.7,8.0,15.9,31.0,37.7,15.1,2.0,4.0,52.5,51.3,1.9,130.4,138.1,0,5,0,1,74438,93655,70882,39511,65727,68074,76117,83094,89491,1.0,0.0,3.0,23.9,15.5,60.6,5.7,43.3,66.4,7.9,12.3,76.3,15.4,1.1,0.6,3.0,5.6,7.7,0.0,7.0,7.0,8.4,5.4,49.4,79.4,10.5,4.4,5.6,94.4,35.8,7.3,14.5,28.2,34.3,13.8,1.8,69.6,14.0,1.0,0.6,2.7,5.1,7.0,3.6,47.9,46.8,1.7,55.2,21.8,14.1,0.0,0.9,2.7,5.2,39.4,60.6,13.9
57914005,57914,HORN H S,MESQUITE ISD,185.4,24.8,9.3,16.8,22.0,61.9,30.5,48.1,18.9,4.0,5.9,109.2,67.3,3.0,219.5,236.4,0,10,1,1,75071,89521,69926,54131,64955,72722,74664,85193,83351,2.0,0.0,6.0,57.0,29.7,83.8,6.9,72.2,113.2,5.7,9.7,125.8,26.6,3.1,3.5,2.7,10.1,13.6,0.0,10.0,3.0,4.5,3.5,123.5,78.4,10.5,4.0,7.1,92.9,52.2,11.9,33.4,16.4,26.0,10.2,2.2,67.8,14.4,1.7,1.9,1.4,5.4,7.4,3.2,58.9,36.3,1.6,45.2,30.7,16.0,0.0,1.1,3.2,3.7,39.0,61.0,15.5
57914006,57914,VROONLAND - VANGUARD H S,MESQUITE ISD,92.2,11.9,5.0,0.0,15.7,27.1,21.0,21.5,7.0,0.0,13.8,41.1,35.4,2.0,109.1,109.1,0,5,1,0,76916,95808,65860,40543,64252,71422,74755,84746,.,1.0,0.0,1.9,7.4,28.6,51.3,2.0,44.1,48.1,5.2,8.1,42.3,32.8,0.0,0.8,2.8,0.3,13.1,0.0,4.0,4.0,9.5,7.5,47.1,84.5,10.9,4.6,0.0,100.0,43.1,17.0,29.4,22.7,23.3,7.6,0.0,45.9,35.6,0.0,0.9,3.1,0.3,14.2,15.0,44.5,38.3,2.2,55.6,8.1,31.0,0.0,1.1,2.1,2.2,47.8,52.2,17.3
57916002,57916,LAKE HIGHLANDS H S,RICHARDSON ISD,208.3,17.3,11.0,17.6,19.6,55.1,47.5,50.2,31.4,4.6,2.5,157.6,47.0,1.2,236.6,254.3,0,8,0,1,72799,94149,65715,59768,61891,63781,68161,73745,75224,0.0,0.0,6.2,28.6,28.4,141.2,4.0,92.7,115.6,6.7,10.6,138.2,30.3,5.6,6.1,3.5,24.7,0.0,1.0,9.0,9.0,5.6,3.9,84.9,81.9,6.8,4.3,6.9,93.1,33.4,9.4,26.4,22.8,24.1,15.1,2.2,66.3,14.5,2.7,2.9,1.7,11.8,0.0,1.2,75.7,22.6,0.6,67.8,13.7,13.6,0.0,0.0,3.0,1.9,44.5,55.5,14
57916003,57916,RICHARDSON H S,RICHARDSON ISD,203.0,17.1,11.0,9.0,13.7,52.6,40.7,64.1,28.8,3.1,2.3,147.9,50.4,2.5,231.2,240.2,0,9,0,1,75553,92536,66522,60084,61977,65155,68578,72800,88934,0.0,0.0,10.2,23.4,19.2,146.3,4.0,87.0,116.1,8.1,11.4,144.4,28.6,4.7,1.5,6.5,16.3,1.1,1.0,5.0,5.0,9.6,8.1,72.8,84.5,7.1,4.6,3.7,96.3,30.3,6.7,25.9,20.1,31.6,14.2,1.5,71.1,14.1,2.3,0.7,3.2,8.0,0.5,1.1,72.8,24.8,1.2,72.0,11.5,9.5,0.0,0.0,5.0,2.0,42.8,57.2,13.6
57916004,57916,PEARCE H S,RICHARDSON ISD,161.2,18.2,9.9,11.9,7.4,41.0,27.4,58.3,23.6,3.6,2.5,110.8,45.8,2.2,189.3,201.2,0,7,0,1,72287,90667,66803,59445,61968,64652,68684,73341,80024,0.0,0.0,4.2,10.5,15.5,127.2,3.8,72.3,88.9,7.4,12.0,112.5,20.3,2.9,1.8,4.9,18.8,0.0,0.0,7.0,7.0,8.0,8.0,44.2,80.1,9.0,4.9,5.9,94.1,22.0,4.6,25.4,17.0,36.1,14.6,2.3,69.8,12.6,1.8,1.1,3.1,11.6,0.0,1.5,68.7,28.4,1.3,78.9,6.5,9.6,0.0,0.0,2.6,2.4,44.8,55.2,15.2
57916005,57916,BERKNER H S,RICHARDSON ISD,178.1,19.4,9.2,16.5,19.8,52.1,27.9,48.8,28.3,1.1,6.2,124.8,45.2,1.9,206.7,223.1,0,8,0,0,67820,90929,66341,59800,61443,65291,69094,75585,81713,1.0,0.0,8.0,43.8,18.2,99.0,8.0,78.7,99.3,7.1,10.6,122.2,26.1,3.0,1.6,3.6,21.7,0.0,3.0,6.0,6.0,8.3,5.3,97.6,79.8,8.7,4.1,7.4,92.6,43.8,11.1,29.2,15.7,27.4,15.9,0.6,68.6,14.6,1.7,0.9,2.0,12.2,0.0,3.5,70.1,25.4,1.1,55.6,24.6,10.2,0.0,0.6,4.5,4.5,44.2,55.8,13
57919001,57919,SUNNYVALE H S,SUNNYVALE ISD,49.6,7.2,3.0,8.0,3.4,9.2,11.9,11.9,11.9,1.4,0.0,26.8,22.2,0.7,59.8,67.7,0,3,0,0,73191,92358,65134,56744,59527,62628,67195,70405,80774,0.0,0.0,4.0,4.0,5.3,35.3,1.0,22.7,26.9,5.5,13.4,30.0,8.7,0.0,0.7,3.1,1.9,5.3,0.0,1.0,1.0,3.0,3.0,16.7,73.3,10.6,4.4,11.8,88.2,24.6,6.8,18.5,24.0,23.9,23.9,2.9,60.5,17.4,0.0,1.3,6.3,3.8,10.7,0.0,54.0,44.7,1.4,71.2,8.1,10.6,0.0,0.0,8.1,2.0,45.8,54.2,14.8
57922001,57922,COPPELL H S,COPPELL ISD,268.3,18.2,14.0,38.0,11.0,65.8,59.2,76.8,46.5,9.0,0.0,167.5,89.8,11.0,300.5,338.5,0,10,2,1,82068,96799,68446,61286,62731,66545,71811,72834,80079,0.0,0.0,20.8,16.5,26.0,201.0,4.0,127.6,140.7,5.8,12.4,124.4,37.1,3.2,0.0,3.5,13.4,86.8,0.0,9.0,9.0,2.8,2.1,87.7,79.2,5.4,4.1,11.2,88.8,25.9,4.1,24.5,22.1,28.6,17.3,3.4,46.4,13.8,1.2,0.0,1.3,5.0,32.4,0.0,62.4,33.5,4.1,74.9,6.2,9.7,0.0,0.0,7.8,1.5,47.5,52.5,15
57922003,57922,NEW TECH H S AT COPPELL,COPPELL ISD,27.7,4.0,3.0,0.5,2.0,4.0,9.5,6.2,5.0,1.0,0.0,16.0,11.6,0.0,34.7,35.2,0,2,0,0,75687,93629,67481,61151,62275,65995,69772,72451,76106,0.0,0.0,5.0,1.1,2.0,18.5,1.0,11.1,16.5,5.0,12.2,3.2,4.9,0.5,0.0,0.0,0.0,19.1,0.0,3.0,3.0,2.0,2.0,9.7,78.6,11.4,8.5,1.5,98.5,27.4,7.2,14.5,34.3,22.3,18.1,3.6,11.4,17.8,1.8,0.0,0.0,0.0,68.9,0.0,58.0,42.0,0.0,67.0,4.1,7.2,0.0,0.0,18.1,3.6,40.2,59.8,13
61901002,61901,RYAN H S,DENTON ISD,161.3,21.6,5.2,17.6,6.0,33.2,33.6,45.9,34.5,8.0,3.0,91.4,65.6,1.3,188.1,205.7,5,3,1,1,74744,107249,65543,57958,59973,64910,67120,69602,70427,0.7,0.0,0.3,17.9,11.7,127.9,2.7,76.9,84.4,8.6,12.9,113.8,19.8,2.7,0.0,0.0,10.0,14.9,0.0,20.0,20.0,10.2,10.2,46.2,78.4,10.5,2.5,8.6,91.4,22.5,3.7,20.6,20.8,28.5,21.4,5.0,70.6,12.3,1.7,0.0,0.0,6.2,9.3,1.8,56.7,40.7,0.8,79.3,11.1,7.2,0.0,0.5,0.2,1.7,47.7,52.3,13.4
61901003,61901,DENTON H S,DENTON ISD,152.3,21.1,6.2,21.1,8.1,39.1,27.7,52.5,20.4,4.5,3.6,88.6,56.4,3.7,179.7,200.8,0,7,0,2,69442,99990,65365,57458,61143,62791,69173,68902,71584,1.0,0.0,0.3,14.3,17.4,114.1,5.3,70.4,81.9,6.6,11.1,96.7,18.0,3.1,0.0,0.0,13.2,21.4,0.0,7.0,7.0,6.8,6.0,47.3,75.9,10.5,3.1,10.5,89.5,23.6,5.3,25.6,18.2,34.5,13.4,2.9,63.5,11.8,2.0,0.0,0.0,8.6,14.1,2.3,58.2,37.0,2.5,74.9,9.4,11.4,0.0,0.7,0.2,3.5,46.2,53.8,13.5
61901007,61901,GUYER H S,DENTON ISD,172.6,21.9,7.6,20.7,5.3,30.8,34.1,61.6,38.4,2.5,3.6,105.4,60.8,2.8,202.0,222.7,3,8,2,0,73043,105157,65766,47206,64375,62317,67326,69531,73360,0.0,0.0,1.3,10.1,16.4,142.5,2.4,78.2,94.4,8.5,12.8,118.0,22.8,1.7,0.0,0.0,9.5,20.6,0.0,19.0,19.0,11.3,10.1,48.0,77.5,9.8,3.4,9.3,90.7,21.6,3.1,17.8,19.7,35.7,22.2,1.4,68.3,13.2,1.0,0.0,0.0,5.5,12.0,2.1,61.1,35.2,1.6,82.5,5.8,9.5,0.0,0.0,0.7,1.4,45.3,54.7,14.9
61901008,61901,RAY BRASWELL H S,DENTON ISD,179.8,24.5,10.3,18.3,23.4,56.5,38.5,46.9,12.5,2.0,5.3,106.4,63.1,5.0,214.6,232.9,5,6,2,0,69285,100726,62998,51312,61314,64271,67878,69097,70123,1.4,1.0,0.0,42.8,19.0,111.5,4.2,92.0,87.8,4.1,8.7,120.3,24.2,3.4,0.0,0.0,13.4,18.5,0.0,10.0,6.5,4.9,3.8,91.7,77.2,10.5,4.4,7.8,92.2,39.4,13.0,31.4,21.4,26.1,7.0,1.1,66.9,13.5,1.9,0.0,0.0,7.5,10.3,2.9,59.2,35.1,2.8,62.0,23.8,10.6,0.6,0.8,0.0,2.3,51.1,48.9,15.3
61901039,61901,FRED MOORE H S,DENTON ISD,6.6,3.1,1.0,0.0,0.0,1.0,1.8,1.8,2.0,0.0,0.0,4.6,1.9,0.0,10.7,10.7,0,1,0,0,73297,119430,65030,.,60462,62752,65920,68506,.,0.0,0.0,0.0,1.0,0.0,5.6,0.0,1.0,5.6,11.1,14.0,6.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,2.3,61.7,28.9,9.4,0.0,100.0,21.1,0.0,15.2,26.7,27.6,30.4,0.0,92.0,7.6,0.0,0.0,0.0,0.4,0.0,0.0,70.7,29.3,0.0,84.8,15.2,0.0,0.0,0.0,0.0,0.0,15.2,84.8,9.1
61902001,61902,LEWISVILLE H S,LEWISVILLE ISD,302.2,29.3,16.6,38.5,14.4,75.9,72.2,78.0,51.1,10.5,11.7,185.0,98.8,6.7,348.0,386.5,1,15,0,3,77702,100856,65751,56573,60165,64120,68774,71494,79456,0.0,0.0,13.3,27.2,30.3,226.1,5.3,115.0,187.2,7.4,11.6,184.0,39.9,2.6,3.7,1.4,49.2,21.4,0.0,6.0,6.0,7.5,6.3,110.3,78.2,7.6,4.3,10.0,90.0,28.5,4.8,25.1,23.9,25.8,16.9,3.5,60.9,13.2,0.9,1.2,0.5,16.3,7.1,3.9,61.2,32.7,2.2,74.8,9.0,10.0,0.0,0.0,4.4,1.8,38.0,62.0,13.8
61902002,61902,MARCUS H S,LEWISVILLE ISD,193.2,19.4,10.1,17.8,6.8,35.4,40.5,67.6,35.4,7.5,7.3,109.5,73.0,3.4,222.6,240.5,1,10,0,2,73718,98833,66457,43624,58620,64044,69764,71731,82476,0.0,0.0,3.0,5.0,17.4,159.6,8.2,73.8,119.4,9.1,12.8,105.8,19.2,0.2,0.0,0.0,41.0,27.0,0.0,6.0,6.0,6.9,6.9,33.3,80.3,8.1,4.2,7.4,92.6,13.8,3.5,18.3,21.0,35.0,18.3,3.9,54.8,9.9,0.1,0.0,0.0,21.2,14.0,3.8,56.7,37.8,1.8,82.6,2.6,9.0,0.0,0.0,1.5,4.2,38.2,61.8,15.5
61902004,61902,THE COLONY H S,LEWISVILLE ISD,136.2,15.4,7.1,13.9,9.1,37.0,31.4,37.0,16.7,5.0,7.9,76.9,46.9,4.5,158.6,172.5,1,8,0,1,72617,102175,65640,54126,60569,64228,68225,75664,80351,0.0,1.0,7.2,13.6,11.3,97.0,6.1,62.9,73.3,6.4,10.7,80.0,11.7,0.6,0.0,0.0,35.1,8.8,1.0,15.0,13.0,4.8,4.6,40.4,78.9,8.9,4.1,8.1,91.9,23.4,6.7,27.2,23.1,27.1,12.3,3.7,58.8,8.6,0.4,0.0,0.0,25.8,6.5,5.8,56.4,34.5,3.3,71.2,10.0,8.3,0.7,0.0,5.3,4.5,46.1,53.9,13.8
61902008,61902,HEBRON H S,LEWISVILLE ISD,222.7,22.1,10.1,16.9,9.4,53.3,41.7,76.7,31.6,10.0,7.2,139.4,74.1,2.0,254.9,271.8,1,11,0,2,75895,101959,66050,48946,60479,64443,68060,73661,78979,1.0,0.0,9.0,23.6,20.7,165.0,3.4,104.7,118.0,7.4,11.9,121.7,25.9,0.4,0.0,0.0,41.4,33.3,2.0,8.0,8.0,7.4,7.4,67.7,81.9,8.1,3.7,6.2,93.8,24.9,4.2,23.9,18.7,34.4,14.2,4.5,54.7,11.6,0.2,0.0,0.0,18.6,15.0,3.2,62.6,33.3,0.9,74.1,10.6,9.3,0.0,0.4,4.0,1.5,47.0,53.0,16.5
61902010,61902,FLOWER MOUND H S,LEWISVILLE ISD,216.1,20.3,12.1,18.8,3.8,37.7,39.4,72.7,51.5,11.0,2.8,150.8,60.7,1.9,248.5,267.4,1,10,0,2,76888,102618,67612,59707,59513,64526,68927,72672,76755,1.0,0.0,5.0,4.0,17.5,182.3,6.4,87.7,128.4,9.5,13.9,111.8,25.7,0.0,0.0,0.0,41.9,36.5,0.0,6.5,6.5,6.6,6.2,36.6,80.8,7.6,4.5,7.0,93.0,13.7,1.8,17.4,18.2,33.6,23.8,5.1,51.8,11.9,0.0,0.0,0.0,19.4,16.9,1.3,69.8,28.1,0.9,84.3,1.9,8.1,0.0,0.5,2.3,2.9,40.6,59.4,15.9
61903001,61903,PILOT POINT H S,PILOT POINT ISD,36.4,2.1,4.4,2.6,3.0,13.0,6.4,10.1,3.9,0.0,0.0,27.1,9.4,0.0,42.8,45.4,0,1,0,0,73161,72961,61021,53325,57107,67564,63111,63816,.,0.0,0.0,0.0,0.0,2.0,34.4,0.0,13.7,22.7,2.6,9.5,17.0,8.6,0.0,5.0,0.0,2.0,3.8,0.0,14.0,1.0,1.0,1.0,2.9,80.2,4.5,9.6,5.7,94.3,6.5,8.2,35.7,17.6,27.9,10.6,0.0,46.6,23.7,0.0,13.7,0.0,5.4,10.4,0.0,74.3,25.7,0.0,94.5,0.0,5.5,0.0,0.0,0.0,0.0,37.6,62.4,12.6
61905001,61905,KRUM H S,KRUM ISD,50.5,4.6,3.3,4.0,5.7,9.3,8.0,11.6,13.0,3.0,1.1,38.7,10.7,0.0,58.4,62.4,0,2,1,0,65589,89972,61831,51923,51557,47621,64495,77715,71295,1.0,0.0,1.0,0.0,1.9,46.6,0.0,20.2,30.3,5.3,13.7,24.3,13.4,0.0,1.2,0.0,5.0,6.7,0.0,5.0,1.0,1.5,1.5,4.9,81.0,7.3,5.3,6.4,93.6,7.9,11.3,18.3,15.8,22.9,25.7,5.9,48.1,26.4,0.0,2.4,0.0,9.9,13.2,2.2,76.5,21.3,0.0,92.3,0.0,3.8,0.0,2.0,2.0,0.0,40.1,59.9,14.9
61906001,61906,PONDER H S,PONDER ISD,42.4,3.2,1.0,7.9,0.4,7.5,10.0,7.4,13.2,4.0,0.0,29.2,13.3,0.0,46.7,54.6,1,1,0,0,81260,79894,61604,45500,48840,55684,58485,71193,75821,0.0,0.0,0.0,0.9,0.1,39.8,1.6,20.4,22.1,5.8,15.1,31.8,6.2,0.1,0.0,0.0,2.6,1.7,0.0,11.0,3.0,8.0,1.0,2.0,77.7,5.9,1.9,14.5,85.5,3.7,0.9,17.6,23.5,17.5,31.1,9.4,75.0,14.5,0.3,0.0,0.0,6.2,4.0,0.0,68.8,31.2,0.0,93.9,2.1,0.3,0.0,0.0,0.0,3.7,48.0,52.0,12.6
61907001,61907,AUBREY H S,AUBREY ISD,60.3,4.0,2.3,12.6,4.2,19.0,6.6,14.5,12.0,4.0,1.0,39.5,19.7,0.0,66.6,79.1,0,2,0,0,69894,88647,64724,58783,56010,61593,67643,75349,74935,0.0,1.0,0.0,1.8,9.0,48.4,0.0,28.5,31.8,3.6,13.0,37.9,8.3,0.6,0.0,0.0,6.1,7.3,0.0,3.0,2.0,2.0,2.0,14.0,76.1,5.1,2.9,15.9,84.1,17.7,7.0,31.5,10.9,24.1,19.9,6.6,63.0,13.8,0.9,0.0,0.0,10.2,12.1,1.7,65.6,32.7,0.0,80.3,3.1,14.9,1.7,0.0,0.0,0.0,47.3,52.7,17.2
61908001,61908,SANGER H S,SANGER ISD,62.5,11.4,3.6,12.4,4.7,18.3,10.1,12.3,12.1,4.9,1.0,43.0,17.5,1.0,77.5,89.8,1,3,0,1,69682,99766,61517,49774,51734,56046,63374,76097,79771,1.0,0.0,1.0,1.9,2.2,55.5,0.9,29.2,33.3,4.8,11.9,33.9,13.3,0.0,0.0,0.0,11.5,3.7,0.0,1.0,1.0,4.0,4.0,11.1,69.6,12.7,4.0,13.8,86.2,12.4,7.6,29.2,16.2,19.7,19.4,7.9,54.2,21.3,0.0,0.1,0.0,18.5,6.0,1.6,68.8,28.0,1.6,88.8,3.1,3.5,0.0,1.6,1.6,1.4,46.7,53.3,13.2
61908003,61908,LINDA TUTT H S,SANGER ISD,4.2,1.4,1.0,9.8,0.0,0.0,2.0,1.0,0.3,0.9,0.0,2.3,1.9,0.0,6.5,16.3,0,1,0,0,70060,84596,65393,.,.,57778,65678,66327,82210,0.0,0.0,0.0,0.0,1.0,3.2,0.0,1.9,2.3,9.0,17.8,3.7,0.5,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,6.0,25.6,8.3,6.1,60.0,40.0,36.8,0.0,0.0,47.9,24.0,7.2,20.9,88.9,11.1,0.0,0.0,0.0,0.0,0.0,0.0,55.2,44.8,0.0,76.0,0.0,24.0,0.0,0.0,0.0,0.0,44.8,55.2,5.5
61910001,61910,ARGYLE H S,ARGYLE ISD,101.0,13.8,6.0,13.4,4.1,15.6,21.3,35.7,19.0,5.3,0.9,59.2,38.8,2.0,120.7,134.2,0,6,0,1,81021,102225,65501,43942,60672,62203,65730,74345,76625,0.0,0.0,0.0,0.0,4.0,95.0,2.0,39.4,61.6,4.6,13.9,64.7,10.8,0.8,0.0,0.0,6.1,18.5,0.0,6.0,6.0,3.3,3.3,6.1,75.2,10.3,4.5,10.0,90.0,4.5,4.1,15.5,21.1,35.3,18.8,5.2,64.1,10.7,0.7,0.0,0.0,6.0,18.4,0.9,58.7,38.5,2.0,94.1,0.0,4.0,0.0,0.0,0.0,2.0,39.0,61.0,15.1
61911001,61911,NORTHWEST H S,NORTHWEST ISD,143.2,15.1,9.8,12.0,5.9,40.7,27.4,42.8,22.5,4.0,1.2,88.1,51.9,2.0,168.2,180.2,1,7,1,0,75698,98602,65811,57037,62692,63142,66878,72543,79513,2.0,0.0,4.2,5.6,13.4,118.0,0.0,59.8,83.4,5.8,11.9,79.1,27.5,0.4,1.9,0.0,11.0,23.4,0.8,18.0,6.0,5.0,4.3,30.9,79.5,8.4,5.5,6.6,93.4,17.2,4.1,28.4,19.2,29.9,15.7,2.8,55.2,19.2,0.3,1.4,0.0,7.7,16.3,0.8,61.5,36.2,1.4,82.4,3.9,9.4,0.0,1.4,3.0,0.0,41.8,58.2,17.8
