campus_number,district_number,campus_name,district_name,teacher_total_full_time_equiv_count,support_total_full_time_equiv_count,school_admin_total_full_time_equiv_count,educ_aide_total_full_time_equiv_count,teacher_beginning_full_time_equiv_count,teacher_1-5_years_full_time_equiv_count,teacher_6-10_years_full_time_equiv_count,teacher_11-20_years_full_time_equiv_count,teacher_21-30_years_full_time_equiv_count,teacher_>_30_years_full_time_equiv_count,teacher_no_degree_full_time_equiv_count,teacher_ba_degree_full_time_equiv_count,teacher_ms_degree_full_time_equiv_count,teacher_ph_degree_full_time_equiv_count,professional_total_full_time_equiv_count,all_staff_total_full_time_equiv_count,counselor_total_part_time_equiv_count,counselor_total_full_time_equiv_count,librarian_total_part_time_equiv_count,librarian_total_full_time_equiv_count,support_total_base_salary_average,school_admin_total_base_salary_average,teacher_total_base_salary_average,teacher_beginning_base_salary_average,teacher_1-5_years_base_salary_average,teacher_6-10_years_base_salary_average,teacher_11-20_years_base_salary_average,teacher_21-30_years_base_salary_average,teacher_>_30_years_base_salary_average,teacher_american_indian_full_time_equiv_count,teacher_pacific_islander_full_time_equiv_count,teacher_asian_full_time_equiv_count,teacher_african_american_full_time_equiv_count,teacher_hispanic_full_time_equiv_count,teacher_white_full_time_equiv_count,teacher_two_or_more_races_full_time_equiv_count,teacher_male_full_time_equiv_count,teacher_female_full_time_equiv_count,teacher_tenure_average,teacher_experience_average,teacher_regular_program_full_time_equiv_count,teacher_career_&_technical_prgms_full_time_equiv_count,teacher_bilingual_program_full_time_equiv_count,teacher_compensatory_program_full_time_equiv_count,teacher_gifted_&_talented_program_full_time_equiv_count,teacher_special_education_full_time_equiv_count,teacher_other_full_time_equiv_count,contract_serv_total_full_time_equiv_count,principal_experience_average,principal_tenure_average,assistant_principal_experience_average,assistant_principal_tenure_average,all_staff_minority_full_time_equiv_count,teacher_total_full_time_equiv_percent,support_total_full_time_equiv_percent,school_admin_total_full_time_equiv_percent,educ_aide_total_full_time_equiv_percent,professional_total_full_time_equiv_percent,all_staff_minority_full_time_equiv_percent,teacher_beginning_full_time_equiv_percent,teacher_1-5_years_full_time_equiv_percent,teacher_6-10_years_full_time_equiv_percent,teacher_11-20_years_full_time_equiv_percent,teacher_21-30_years_full_time_equiv_percent,teacher_>_30_years_full_time_equiv_percent,teacher_regular_program_full_time_equiv_percent,teacher_career_&_technical_prgms_full_time_equiv_percent,teacher_bilingual_program_full_time_equiv_percent,teacher_compensatory_program_full_time_equiv_percent,teacher_gifted_&_talented_program_full_time_equiv_percent,teacher_special_education_full_time_equiv_percent,teacher_other_full_time_equiv_percent,teacher_no_degree_full_time_equiv_percent,teacher_ba_degree_full_time_equiv_percent,teacher_ms_degree_full_time_equiv_percent,teacher_ph_degree_full_time_equiv_percent,teacher_white_full_time_equiv_percent,teacher_african_american_full_time_equiv_percent,teacher_hispanic_full_time_equiv_percent,teacher_pacific_islander_full_time_equiv_percent,teacher_american_indian_full_time_equiv_percent,teacher_asian_full_time_equiv_percent,teacher_two_or_more_races_full_time_equiv_percent,teacher_male_full_time_equiv_percent,teacher_female_full_time_equiv_percent,teacher_student_ratio
220905071,220905,BENBROOK MIDDLE/HIGH SCHOOL,FORT WORTH ISD,92.5,19.8,5.2,5.6,3.0,25.3,18.2,31.1,12.6,2.3,2.0,64.4,23.1,3.0,117.5,123.1,0,6,0,1,76497,95028,70115,66431,65591,67803,69717,80541,91085,0.0,0.0,2.0,7.6,17.0,65.9,0.0,48.4,44.1,9.0,12.4,48.3,4.0,10.2,2.6,0.0,5.1,22.4,0.0,15.0,15.0,5.8,5.8,40.8,75.2,16.1,4.2,4.6,95.4,33.2,3.2,27.4,19.7,33.6,13.6,2.5,52.2,4.4,11.0,2.8,0.0,5.5,24.2,2.2,69.6,24.9,3.3,71.2,8.3,18.4,0.0,0.0,2.2,0.0,52.3,47.7,16.1
220905085,220905,MARINE CREEK COLLEGIATE H S,FORT WORTH ISD,17.8,4.9,1.1,0.0,1.0,3.0,4.9,6.3,1.6,1.0,0.0,7.3,9.5,1.0,23.8,23.8,1,1,0,0,71550,137734,71456,62000,64086,70987,72002,75585,95274,0.0,0.0,0.0,1.0,3.0,13.8,0.0,5.0,12.8,8.4,13.1,8.8,0.0,0.0,2.5,0.0,0.0,6.5,0.0,15.0,11.0,2.0,2.0,8.9,74.9,20.5,4.6,0.0,100.0,37.3,5.6,16.8,27.6,35.3,9.0,5.6,49.5,0.0,0.0,13.8,0.0,0.0,36.7,0.0,41.1,53.3,5.6,77.5,5.6,16.8,0.0,0.0,0.0,0.0,28.1,71.9,18.7
220905086,220905,TARRANT CO COLLEGE SOUTH/FORT WORTH COLLEGIATE H S,FORT WORTH ISD,18.4,5.5,2.0,0.0,0.0,7.0,2.0,5.0,3.4,1.0,0.0,7.0,11.4,0.0,25.9,25.9,0,2,0,0,82013,107965,69541,.,63265,66689,73251,75649,79948,0.0,0.0,1.0,1.0,5.0,11.4,0.0,8.0,10.4,5.8,12.7,4.2,2.2,2.3,0.4,0.0,0.0,9.3,0.0,7.0,6.0,3.0,3.0,12.5,70.9,21.3,7.7,0.0,100.0,48.3,0.0,38.1,10.9,27.1,18.5,5.4,22.8,12.1,12.5,2.2,0.0,0.0,50.4,0.0,38.1,61.9,0.0,62.0,5.4,27.2,0.0,0.0,5.3,0.0,43.5,56.5,18.5
220906001,220906,GRAPEVINE H S,GRAPEVINE-COLLEYVILLE ISD,125.5,10.1,6.0,12.7,9.2,24.6,26.9,42.1,19.6,3.1,8.7,81.3,33.5,2.0,141.6,154.3,0,5,0,0,72513,99701,65196,56139,62286,61880,67230,68936,92829,1.9,0.0,1.5,1.4,13.4,102.9,4.5,52.7,72.8,6.5,12.7,73.5,13.4,0.0,0.0,3.1,10.7,24.8,0.0,8.0,8.0,4.4,2.6,22.0,81.3,6.5,3.9,8.3,91.7,14.2,7.3,19.6,21.4,33.5,15.6,2.5,58.6,10.7,0.0,0.0,2.5,8.5,19.7,6.9,64.8,26.7,1.6,82.0,1.1,10.7,0.0,1.5,1.2,3.5,42.0,58.0,13.9
220906004,220906,COLLEYVILLE HERITAGE H S,GRAPEVINE-COLLEYVILLE ISD,122.9,7.6,3.1,8.0,8.0,22.1,25.4,40.6,19.4,7.4,7.6,74.4,38.8,2.0,133.6,141.5,0,2,0,0,73726,126492,65928,58901,61301,62510,66967,72345,76645,0.1,1.0,1.3,4.8,8.6,104.5,2.5,56.7,66.1,6.4,13.3,69.7,13.9,0.0,0.0,3.8,10.3,25.2,0.0,1.0,1.0,4.3,3.3,21.2,86.8,5.3,2.2,5.6,94.4,15.0,6.5,18.0,20.7,33.0,15.7,6.0,56.7,11.3,0.0,0.0,3.1,8.4,20.5,6.2,60.6,31.6,1.6,85.0,3.9,7.0,0.8,0.1,1.1,2.1,46.2,53.8,14.7
220907001,220907,KELLER H S,KELLER ISD,180.3,17.5,8.9,14.0,5.6,21.9,48.5,60.1,37.2,7.0,3.7,108.6,65.4,2.5,206.7,220.7,1,8,1,0,74196,91906,65429,56390,58099,63409,65635,70751,79521,0.0,0.0,2.5,4.3,19.1,153.2,1.2,77.4,102.8,7.7,13.4,101.3,32.5,1.1,0.1,26.7,18.5,0.0,0.0,6.0,6.0,4.6,4.5,33.3,81.7,7.9,4.0,6.4,93.6,15.1,3.1,12.1,26.9,33.3,20.7,3.9,56.2,18.0,0.6,0.1,14.8,10.3,0.0,2.1,60.3,36.3,1.4,85.0,2.4,10.6,0.0,0.0,1.4,0.7,43.0,57.0,16.8
220907002,220907,FOSSIL RIDGE H S,KELLER ISD,155.7,13.3,7.1,11.5,16.6,31.2,25.6,47.9,31.4,3.0,2.7,105.4,45.2,2.4,176.1,187.6,1,7,1,0,72471,92047,64381,55078,60086,63433,66337,70141,77244,3.0,0.0,0.4,17.9,28.2,105.9,0.2,69.9,85.8,6.9,12.0,89.3,23.3,5.4,0.0,16.9,20.7,0.0,0.0,7.0,7.0,5.1,4.7,59.6,83.0,7.1,3.8,6.1,93.9,31.8,10.7,20.0,16.4,30.8,20.2,1.9,57.4,15.0,3.5,0.0,10.9,13.3,0.0,1.8,67.7,29.0,1.6,68.0,11.5,18.1,0.0,1.9,0.3,0.2,44.9,55.1,14.4
220907004,220907,CENTRAL H S,KELLER ISD,168.6,15.5,8.0,16.5,7.1,40.1,39.0,54.2,23.8,4.5,2.7,109.8,54.6,1.4,192.1,208.6,1,7,1,0,71966,92314,64184,58321,57598,63530,66037,71175,78573,2.0,0.0,6.5,15.3,17.2,124.9,2.8,70.1,98.5,6.9,11.7,98.0,26.0,0.6,0.0,20.4,23.6,0.0,0.0,9.0,5.0,4.6,3.3,46.8,80.8,7.5,3.8,7.9,92.1,22.4,4.2,23.8,23.1,32.1,14.1,2.7,58.1,15.4,0.4,0.0,12.1,14.0,0.0,1.6,65.1,32.4,0.9,74.1,9.0,10.2,0.0,1.2,3.9,1.6,41.6,58.4,15.1
220907005,220907,TIMBER CREEK H S,KELLER ISD,199.5,17.7,9.0,19.6,6.7,45.5,48.3,61.8,35.2,2.0,3.8,121.4,71.3,3.0,226.2,245.8,1,8,1,0,72726,96187,64573,58082,58510,62863,66640,71645,77180,0.0,2.0,2.6,10.7,23.9,155.1,5.2,83.1,116.4,6.6,11.8,105.9,31.9,2.7,0.0,30.2,28.9,0.0,0.0,12.0,3.0,9.6,5.0,48.2,81.2,7.2,3.7,8.0,92.0,19.6,3.4,22.8,24.2,31.0,17.7,1.0,53.1,16.0,1.3,0.0,15.1,14.5,0.0,1.9,60.9,35.7,1.5,77.8,5.4,12.0,1.0,0.0,1.3,2.6,41.7,58.3,15.2
220908002,220908,MANSFIELD SUMMIT H S,MANSFIELD ISD,120.8,13.6,7.0,12.8,4.3,26.8,28.2,35.3,22.9,3.3,1.5,80.0,38.8,0.5,141.4,154.2,0,7,1,0,82252,92249,69394,51163,67045,67674,70058,74779,82309,0.0,1.0,2.2,41.1,15.3,60.2,1.0,56.8,64.0,7.5,12.8,75.6,13.3,8.1,0.3,0.0,14.6,8.9,0.0,1.0,1.0,3.0,2.3,78.6,78.3,8.8,4.5,8.3,91.7,50.9,3.6,22.2,23.3,29.2,18.9,2.8,62.6,11.0,6.7,0.2,0.0,12.1,7.4,1.2,66.2,32.1,0.4,49.8,34.0,12.7,0.8,0.0,1.8,0.8,47.0,53.0,14.7
220908003,220908,MANSFIELD H S,MANSFIELD ISD,145.6,13.4,6.9,17.5,3.4,27.5,33.7,46.7,32.0,2.4,1.8,93.0,49.5,1.3,165.9,183.4,0,7,0,1,80211,93035,69978,58671,66270,67695,70188,75690,80044,1.0,0.0,2.9,14.0,17.4,106.3,4.0,57.1,88.5,8.2,13.1,88.4,17.2,2.9,0.3,0.0,13.4,23.5,0.0,8.0,8.0,4.9,3.6,49.3,79.4,7.3,3.8,9.5,90.5,26.9,2.3,18.9,23.1,32.1,21.9,1.7,60.7,11.8,2.0,0.2,0.0,9.2,16.1,1.2,63.9,34.0,0.9,73.0,9.6,12.0,0.0,0.7,2.0,2.7,39.2,60.8,17.7
220908004,220908,MANSFIELD TIMBERVIEW H S,MANSFIELD ISD,125.3,9.4,7.5,11.5,1.6,25.2,37.3,32.6,27.5,1.1,1.7,75.0,46.3,2.4,142.2,153.6,0,7,1,0,77857,96118,69701,55127,66501,67458,70665,74935,80316,1.0,0.0,2.1,25.7,17.4,74.1,5.0,57.9,67.4,7.5,12.7,83.4,15.0,3.7,0.5,0.0,9.7,13.0,0.0,23.0,18.0,5.4,5.4,63.5,81.6,6.1,4.9,7.5,92.5,41.3,1.3,20.1,29.7,26.1,22.0,0.9,66.6,12.0,2.9,0.4,0.0,7.7,10.4,1.3,59.8,36.9,1.9,59.1,20.5,13.9,0.0,0.8,1.7,4.0,46.2,53.8,14.6
220908005,220908,MANSFIELD LEGACY H S,MANSFIELD ISD,147.5,13.2,7.0,23.2,5.2,28.1,42.3,38.5,31.1,2.3,1.8,100.1,44.3,1.4,167.7,190.8,0,7,0,1,78572,97172,68558,45454,64940,67420,69487,73543,103874,1.0,0.0,1.3,15.5,14.6,111.0,4.0,71.6,75.9,6.7,12.5,98.5,17.6,0.8,0.3,0.0,13.1,17.2,0.0,2.0,2.0,7.7,5.9,57.2,77.3,6.9,3.7,12.1,87.9,30.0,3.5,19.0,28.7,26.1,21.1,1.5,66.8,12.0,0.6,0.2,0.0,8.9,11.7,1.2,67.9,30.0,0.9,75.3,10.5,9.9,0.0,0.7,0.9,2.7,48.5,51.5,17.2
220908007,220908,MANSFIELD LAKE RIDGE H S,MANSFIELD ISD,154.0,12.2,8.0,13.4,9.0,28.4,28.4,49.0,31.0,8.2,1.8,83.6,64.5,4.1,174.3,187.7,0,7,0,1,78225,93478,70236,62382,67227,67421,69582,76366,79761,0.0,0.0,2.2,31.2,11.6,106.1,3.0,62.4,91.5,6.4,13.3,96.8,17.7,0.8,0.5,0.0,12.0,26.1,0.0,4.0,4.0,5.5,4.6,63.1,82.0,6.5,4.3,7.1,92.9,33.6,5.8,18.4,18.4,31.9,20.1,5.3,62.8,11.5,0.6,0.3,0.0,7.8,17.0,1.1,54.3,41.9,2.7,68.9,20.2,7.5,0.0,0.0,1.4,1.9,40.6,59.4,18.0
220908009,220908,TCCSE EARLY COLLEGE H S AT TIMBERVIEW,MANSFIELD ISD,11.8,0.8,2.0,1.0,1.0,1.0,4.0,2.8,2.0,1.0,0.0,3.0,7.8,1.0,14.7,15.7,1,0,0,0,76373,87389,73292,71516,70331,68415,76186,77589,80757,0.0,0.0,2.0,2.8,3.0,4.0,0.0,4.0,7.8,4.7,13.8,7.6,0.0,0.0,0.0,0.0,0.0,4.2,0.0,1.0,1.0,1.0,1.0,10.3,75.6,5.3,12.8,6.4,93.6,65.9,8.4,8.5,33.8,23.9,16.9,8.4,64.3,0.0,0.0,0.0,0.0,0.0,35.7,0.0,25.4,66.1,8.4,33.9,23.9,25.3,0.0,0.0,16.9,0.0,33.8,66.2,23.0
220910001,220910,LAKE WORTH H S,LAKE WORTH ISD,70.8,8.0,3.3,9.5,3.7,16.7,17.8,19.1,11.3,2.0,2.7,47.9,19.2,0.9,82.0,91.6,1,3,0,0,72516,105328,67838,57924,63953,64475,70127,75686,82465,0.0,0.0,0.0,6.3,8.7,54.7,1.0,34.4,36.3,4.8,12.2,58.5,8.3,0.3,0.0,0.0,2.0,1.7,0.0,6.0,2.0,4.7,1.3,25.9,77.3,8.7,3.6,10.4,89.6,28.3,5.3,23.6,25.2,27.0,16.0,2.8,82.7,11.7,0.5,0.0,0.0,2.8,2.4,3.9,67.7,27.1,1.3,77.4,9.0,12.3,0.0,0.0,0.0,1.4,48.7,51.3,13.6
220912001,220912,CROWLEY H S,CROWLEY ISD,173.4,16.9,13.5,15.7,18.6,49.1,42.9,43.1,15.9,3.9,6.1,103.7,61.6,2.0,203.9,219.5,2,6,0,0,76658,104333,71455,59992,68526,70509,74987,82814,88049,2.5,0.0,3.0,73.0,18.4,73.6,3.0,72.6,100.8,4.6,9.3,95.3,29.5,0.0,0.0,0.0,23.5,25.0,1.0,6.8,6.8,7.4,5.0,133.0,79.0,7.7,6.2,7.1,92.9,60.6,10.7,28.3,24.8,24.8,9.2,2.2,55.0,17.0,0.0,0.0,0.0,13.6,14.4,3.5,59.8,35.5,1.2,42.4,42.1,10.6,0.0,1.4,1.7,1.7,41.9,58.1,14.4
220912002,220912,NORTH CROWLEY H S,CROWLEY ISD,206.0,16.7,9.9,29.3,25.9,65.8,51.1,39.8,18.4,5.0,5.5,117.4,78.1,5.0,232.5,261.8,1,11,0,0,77112,97169,70582,60939,67227,70623,74952,81217,90437,2.5,0.0,3.0,75.1,29.8,91.6,4.0,97.9,108.0,4.0,8.5,113.4,31.6,0.0,0.0,0.0,33.0,28.0,0.0,6.0,1.0,3.4,3.1,158.9,78.7,6.4,3.8,11.2,88.8,60.7,12.6,31.9,24.8,19.3,8.9,2.4,55.1,15.3,0.0,0.0,0.0,16.0,13.6,2.7,57.0,37.9,2.4,44.5,36.5,14.5,0.0,1.2,1.5,1.9,47.5,52.5,14.2
220914001,220914,KENNEDALE H S,KENNEDALE ISD,66.6,8.5,5.0,8.6,1.9,19.7,15.4,18.0,10.6,1.0,1.0,41.6,23.0,1.0,80.1,88.7,1,2,0,1,76834,102112,64789,59603,60364,62480,67487,71559,76656,0.0,0.0,1.0,6.0,6.9,50.7,2.0,29.0,37.6,4.8,11.2,41.8,11.1,0.4,0.0,0.0,8.5,4.8,1.0,11.0,10.0,6.7,1.3,17.8,75.1,9.6,5.6,9.7,90.3,20.1,2.8,29.6,23.1,27.0,16.0,1.5,62.7,16.6,0.7,0.0,0.0,12.8,7.2,1.5,62.5,34.5,1.5,76.2,9.0,10.3,0.0,0.0,1.5,3.0,43.6,56.4,15.1
220915001,220915,AZLE H S,AZLE ISD,145.4,10.2,5.9,19.3,8.0,34.6,26.8,46.1,21.1,8.9,3.0,95.0,47.4,0.0,161.6,180.9,4,2,1,0,80042,89797,67049,59675,61039,62917,67674,75243,86876,1.0,0.0,0.0,0.0,11.1,129.3,4.0,67.0,78.4,6.2,12.7,92.8,25.4,0.2,0.0,0.0,27.1,0.0,0.0,1.5,1.5,5.6,5.3,13.1,80.4,5.6,3.3,10.7,89.3,7.3,5.5,23.8,18.4,31.7,14.5,6.1,63.8,17.4,0.2,0.0,0.0,18.6,0.0,2.1,65.3,32.6,0.0,88.9,0.0,7.7,0.0,0.7,0.0,2.8,46.1,53.9,14.8
220916001,220916,BELL H S,HURST-EULESS-BEDFORD ISD,144.7,11.1,6.0,11.0,5.2,29.9,33.1,41.1,27.3,8.0,2.0,72.0,65.6,5.0,161.8,172.8,0,5,1,0,75018,106996,68871,29853,63043,67269,71586,74330,90263,1.5,0.0,7.7,9.9,14.4,109.2,2.0,55.2,89.4,7.9,13.3,75.9,22.2,2.1,6.5,1.7,9.9,26.3,0.0,15.0,15.0,10.8,10.2,41.1,83.7,6.4,3.5,6.4,93.6,23.8,3.6,20.7,22.8,28.4,18.9,5.5,52.5,15.4,1.4,4.5,1.1,6.9,18.2,1.4,49.8,45.3,3.5,75.5,6.9,10.0,0.0,1.0,5.3,1.4,38.2,61.8,16.4
220916002,220916,TRINITY H S,HURST-EULESS-BEDFORD ISD,156.4,16.6,7.0,17.1,7.0,19.6,26.1,60.2,37.6,6.0,3.0,88.0,61.4,4.0,179.9,197.0,0,6,1,0,71825,106975,70083,55471,63589,65888,70819,75880,82875,1.5,1.7,3.3,15.9,19.0,113.0,2.0,61.6,94.8,8.8,14.7,91.4,24.7,3.0,0.5,3.4,10.6,22.8,0.0,9.0,9.0,13.0,10.2,58.5,79.4,8.4,3.6,8.7,91.3,29.7,4.5,12.5,16.7,38.5,24.0,3.8,58.5,15.8,1.9,0.3,2.2,6.8,14.6,1.9,56.3,39.3,2.6,72.2,10.2,12.1,1.1,1.0,2.1,1.3,39.4,60.6,17.3
220916005,220916,KEYS H S,HURST-EULESS-BEDFORD ISD,13.5,2.5,1.0,1.9,2.0,0.0,2.6,4.1,3.0,1.8,0.0,6.1,6.4,1.0,17.0,18.9,0,1,0,0,82193,128847,65740,18700,.,68352,72191,72632,87744,0.0,0.0,0.0,1.2,0.0,12.3,0.0,3.1,10.4,12.3,16.8,0.0,2.0,0.0,10.7,0.0,0.7,0.0,0.0,5.0,5.0,0.0,0.0,1.2,71.4,13.3,5.3,10.1,89.9,6.2,14.9,0.0,19.0,30.1,22.3,13.7,0.0,15.0,0.0,79.9,0.0,5.1,0.0,0.0,45.0,47.6,7.4,91.3,8.7,0.0,0.0,0.0,0.0,0.0,22.7,77.3,2.2
220917001,220917,CASTLEBERRY H S,CASTLEBERRY ISD,72.1,14.7,8.8,9.0,11.3,17.5,20.8,16.1,6.4,0.0,2.0,50.9,19.2,0.0,95.6,104.6,0,3,0,1,79893,88403,65881,64602,62498,64261,68500,76102,.,0.0,0.0,1.0,1.0,17.6,50.5,2.0,36.4,35.8,3.8,8.5,46.6,16.2,0.0,0.0,0.0,2.8,6.6,0.0,10.0,1.0,8.0,5.0,31.0,69.0,14.1,8.4,8.6,91.4,29.6,15.6,24.3,28.9,22.4,8.8,0.0,64.6,22.4,0.0,0.0,0.0,3.9,9.1,2.8,70.6,26.6,0.0,70.0,1.4,24.5,0.0,0.0,1.4,2.8,50.4,49.6,14.9
220917003,220917,REACH H S,CASTLEBERRY ISD,4.2,1.5,1.8,1.0,1.0,0.0,0.2,1.0,2.0,0.0,0.0,3.2,1.0,0.0,7.5,8.5,0,0,0,0,86950,87282,68443,65842,.,66592,66192,71042,.,0.0,0.0,0.0,0.0,1.0,3.2,0.0,1.0,3.2,8.6,12.8,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.5,49.5,18.0,20.7,11.8,88.2,18.0,23.9,0.0,4.5,23.9,47.8,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.1,23.9,0.0,76.1,0.0,23.9,0.0,0.0,0.0,0.0,23.9,76.1,8.1
220918001,220918,BOSWELL H S,EAGLE MT-SAGINAW ISD,145.6,16.0,5.9,14.0,7.7,39.2,30.5,34.0,29.1,5.1,3.3,91.9,47.8,2.6,167.4,181.4,2,6,0,1,75695,101488,65074,49737,62650,62721,65939,71682,77676,1.0,0.0,2.0,9.4,13.2,115.1,4.9,66.7,78.8,6.1,11.8,84.2,24.9,0.5,0.0,1.7,15.7,18.6,0.1,9.0,9.0,4.6,4.0,33.7,80.2,8.8,3.2,7.7,92.3,18.6,5.3,27.0,20.9,23.3,20.0,3.5,57.9,17.1,0.3,0.0,1.2,10.8,12.8,2.3,63.1,32.9,1.8,79.1,6.4,9.1,0.0,0.7,1.4,3.3,45.8,54.2,18.4
220918002,220918,ELMER C WATSON H S,EAGLE MT-SAGINAW ISD,11.0,1.8,1.0,0.5,0.0,1.0,2.0,2.0,4.0,2.0,0.0,8.0,3.0,0.0,13.8,14.3,1,1,0,0,83238,104792,67799,.,43317,63237,67617,69061,82260,0.0,0.0,0.0,1.0,4.0,5.0,1.0,2.0,9.0,11.5,22.8,8.6,1.6,0.0,0.0,0.0,0.8,0.0,0.0,17.0,17.0,7.0,1.0,5.0,76.7,12.8,7.0,3.5,96.5,34.9,0.0,9.1,18.2,18.2,36.4,18.2,78.2,14.8,0.0,0.0,0.0,7.0,0.0,0.0,72.7,27.3,0.0,45.5,9.1,36.4,0.0,0.0,0.0,9.1,18.2,81.8,8.6
220918004,220918,SAGINAW H S,EAGLE MT-SAGINAW ISD,145.3,14.8,6.0,8.0,10.9,48.2,37.3,30.7,15.7,2.5,8.4,93.0,41.2,2.7,166.1,174.1,1,6,0,1,77410,101824,62515,41515,61218,62542,65793,72402,76673,3.0,0.0,2.0,19.8,26.2,92.4,2.0,65.3,80.0,5.2,9.4,84.1,23.8,0.4,0.0,1.6,18.0,17.4,0.0,11.0,4.0,9.4,5.2,58.9,83.4,8.5,3.4,4.6,95.4,33.8,7.5,33.2,25.7,21.1,10.8,1.7,57.8,16.4,0.3,0.0,1.1,12.4,12.0,5.8,64.0,28.3,1.9,63.6,13.6,18.0,0.0,2.1,1.4,1.4,44.9,55.1,15.1
220918006,220918,CHISHOLM TRAIL H S,EAGLE MT-SAGINAW ISD,157.8,15.2,6.0,12.0,2.0,57.7,29.3,38.4,25.6,4.7,6.7,100.0,50.3,0.7,179.0,191.0,0,8,0,1,80087,104063,64963,46460,61323,62236,67128,72262,77073,0.0,0.0,3.0,8.5,16.4,126.0,4.0,67.5,90.3,4.5,11.1,93.6,27.0,0.7,0.0,4.3,17.3,15.0,0.1,4.0,4.0,5.4,2.2,36.8,82.6,8.0,3.1,6.3,93.7,19.3,1.3,36.6,18.6,24.3,16.2,3.0,59.3,17.1,0.4,0.0,2.7,10.9,9.5,4.3,63.4,31.9,0.4,79.8,5.4,10.4,0.0,0.0,1.9,2.5,42.8,57.2,15.8
220919001,220919,CARROLL SENIOR H S,CARROLL ISD,94.7,12.3,3.0,5.4,4.0,8.7,22.6,37.0,17.1,5.3,0.0,60.2,31.5,3.0,110.0,115.4,0,5,0,2,77556,105830,65369,44397,59143,63547,65501,71438,78565,1.4,0.0,1.0,0.0,7.5,83.3,1.7,45.3,49.4,8.3,14.7,61.5,8.5,0.0,0.1,2.4,3.7,18.6,2.0,16.0,16.0,2.5,1.0,14.6,82.1,10.6,2.6,4.7,95.3,12.6,4.2,9.1,23.9,39.1,18.0,5.6,64.9,9.0,0.0,0.1,2.5,3.9,19.6,0.0,63.6,33.3,3.2,87.9,0.0,7.9,0.0,1.4,1.1,1.8,47.8,52.2,14.9
220919003,220919,CARROLL H S,CARROLL ISD,76.8,6.0,2.6,6.9,1.8,16.1,22.3,21.5,13.5,1.7,0.7,43.2,30.9,2.0,85.4,92.2,0,3,0,0,73167,97731,63247,36502,59305,61399,65169,69960,76090,1.6,0.0,1.8,1.0,6.6,62.4,3.3,21.8,55.0,6.0,12.5,40.3,7.7,0.0,0.1,3.5,2.9,22.2,2.0,2.0,2.0,6.0,6.0,17.4,83.3,6.5,2.8,7.4,92.6,18.8,2.4,20.9,29.0,28.0,17.5,2.2,52.5,10.0,0.0,0.1,4.6,3.8,28.9,0.9,56.3,40.2,2.6,81.2,1.3,8.6,0.0,2.1,2.4,4.3,28.4,71.6,18.4
220920001,220920,BREWER H S,WHITE SETTLEMENT ISD,132.0,16.5,10.8,11.1,12.7,42.2,21.6,28.8,22.6,4.0,4.2,86.6,41.1,0.0,159.2,170.3,1,4,1,0,74640,92546,68498,64915,63785,67397,67500,78598,85626,1.7,0.0,2.0,8.7,18.8,99.8,1.0,62.0,70.0,5.2,11.0,86.4,22.2,2.5,3.1,0.0,17.8,0.0,0.0,5.0,2.0,6.6,4.6,38.3,77.5,9.7,6.3,6.5,93.5,22.5,9.6,32.0,16.4,21.9,17.1,3.0,65.4,16.8,1.9,2.4,0.0,13.5,0.0,3.2,65.6,31.1,0.0,75.6,6.6,14.2,0.0,1.3,1.5,0.8,47.0,53.0,16.5
